"OBJECTID","STOPNAME","TRAPEZESTOPABBR","RUCUSSTOPABBR","STOPID","LATITUDE","LONGITUDE","ACCESSIBILITYMASK","ATSTREET","ONSTREET","POSITION","ORIENTATION","SERVICEPLANNINGSTOPTYPE","SHELTER","INSERT_TIMESTAMP","SDE_ID","SIGNUPID","SUPERVISOR_DISTRICT","shape","data_as_of","data_loaded_at"
"104568","Teresita Blvd&El Sereno Ct SE-NS/SB","TEREELS1","TEREELSR","6663","37.738931","-122.44605",,"EL SERENO CT","TERESITA BLVD","NS","SE",,"0","1757027498000","16416560","150","7","POINT (-122.44605 37.738931)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103826","795 Corbett Ave NW-MB/SB","CRBTH795","CRBTH795","4167","37.754118","-122.443013",,,"CORBETT AVE","MB","NW",,"0","1757027498000","16417376","150","8","POINT (-122.443013 37.754118)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103296","Lombard St&Lyon St NE-NS/BZ","LOMBLYO1","LOMBGATE","5282","37.798543","-122.44716",,"LYON ST","LOMBARD ST","NS","NE","BZ","0","1757027498000","16412018","150","2","POINT (-122.44716 37.798543)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105278","Union St&Van Ness Ave SW-NS/BZ","UNINV.N1","UNINV.N.","6787","37.798469","-122.42415",,"VAN NESS AVE","UNION ST","NS","SW","BZ","0","1757027498000","16414319","150","2","POINT (-122.42415 37.798469)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104854","Wilde Ave&Rutland St NE-NS/PS","WILDRUT1","WILDRUTL","7061","37.717349","-122.405211",,"RUTLAND ST","WILDE AVE","NS","SW",,"0","1757027498000","16418682","150","10","POINT (-122.405211 37.717349)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102788","Lawton St&7th Ave SW-NS/PS","LAWT 7A0","LAWT 7AV","4853","37.758471","-122.463879",,"7TH AVE","LAWTON ST","NS","SW",,"0","1757027498000","16410810","150","7","POINT (-122.463879 37.758471)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104677","Clipper St&Douglass St. NS SW/SB","CLIPDOU1",,"8035","37.748621","-122.438373",,"DOUGLASS ST","CLIPPER ST",,,,"0","1757027498000","16419596","150","8","POINT (-122.438373 37.748621)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104408","Wisconsin St&25th St SE-NS/BB","WISC25ST","WISC25ST","3513","37.752038","-122.398388",,"25TH ST","WISCONSIN ST","NS","SE",,"0","1757027498000","16415250","150","10","POINT (-122.398388 37.752038)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103660","24th St&Bryant St NW-FS/BZ","24STBRY0","24STBRYT","3458","37.752853","-122.409281",,"BRYANT ST","24TH ST","FS","NW","BZ","0","1757027498000","16413637","150","9","POINT (-122.409281 37.752853)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105145","Visitacion Ave&Britton St W-NS/PS","VISIBRI1","VISIBRIT","6846","37.71273","-122.41263",,"BRITTON ST","VISITACION AVE","NS","WE",,"0","1757027498000","16418952","150","10","POINT (-122.41263 37.71273)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103993","Ocean Ave&Lee St SW-NS","OCENLEE0","OCENLEE","5795","37.723397","-122.454423",,"BRIGHTON AVE","OCEAN AVE","NS","SW",,"0","1757027498000","16415989","150","11","POINT (-122.454423 37.723397)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103440","Fort Miley Hospital N-NS","MILYHOS0","MILYHOSP","5511","37.781827","-122.504106",,"FORT MILEY 3","VETERANS DR","NS","NO",,"0","1757027498000","16412439","150","1","POINT (-122.504106 37.781827)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104026","Excelsior Ave&Madrid St W-NS/SB","EXCLMAD0","EXCLMADR","4571","37.72475","-122.43059",,"MADRID ST","EXCELSIOR AVE","NS","WE","FL","0","1757027498000","16417913","150","11","POINT (-122.43059 37.72475)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105209","Carmel St&Twin Peaks Blvd SW-NS/PS","CRMLT P","CRMLT P","4205","37.760935","-122.446634",,"TWIN PEAKS BLVD","CARMEL ST","NS","SW",,"0","1757027498000","16419047","150","8","POINT (-122.446634 37.760935)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102173","24th St&Valencia St NE-NS/BZ","24STVLN0","24STVLNC","3485","37.752178","-122.420556",,"VALENCIA ST","24TH ST","NS","NE","BZ","0","1757027498000","16408623","150","9","POINT (-122.420556 37.752178)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103706","Geary Blvd&Collins St SE-FS/BZ","GEARCLN1","GEARCLNS","4291","37.782028","-122.449911",,"COLLINS ST","GEARY BLVD","FS","SE","BZ","0","1757027498000","16413783","150","2","POINT (-122.449911 37.782028)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104490","Van Ness Ave& Clay St NS-S/SI","V N CLA3",,"8093","37.792134","-122.422661",,"CLAY ST","VAN NESS AVE",,,,"0","1757027498000","16415317","150","3","POINT (-122.422661 37.792134)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102585","Cortland Ave&Andover St NE-NS/PS","CORTAND1","CORTANDV","4142","37.73909","-122.41639",,"ANDOVER ST","CORTLAND AVE","NS","NE",,"0","1757027498000","16409921","150","9","POINT (-122.41639 37.73909)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103889","Roosevelt Way&Clifford Ter E-MB/PS","RSVTCLIF","RSVTCLIF","6236","37.76373","-122.44291",,"CLIFFORD TER","ROOSEVELT WAY","MB","EA",,"0","1757027498000","16414755","150","8","POINT (-122.44291 37.76373)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105314","Sacramento St&Octavia St N-NS/BZ","SACOOCT0","SACOOCTA","6309","37.79076","-122.42746",,"OCTAVIA ST","SACRAMENTO ST","MI","NO","BZ","0","1757027498000","16417557","150","2","POINT (-122.42746 37.79076)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105139","Marview Way&Panorama Dr S-FS/SB","MRVWPNR1","MRVWPNRM","5697","37.753618","-122.450541",,"PANORAMA DR","MARVIEW WAY","FS","SO",,"0","1757027498000","16418938","150","7","POINT (-122.450541 37.753618)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103648","Santa Clara Ave&Monterey NW-NS/SB","SCLAMTR1","SCLAMTRY","6374","37.733202","-122.465798",,"MONTEREY BLVD","SANTA CLARA AVE","NS","NW",,"0","1757027498000","16413604","150","7","POINT (-122.465798 37.733202)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103155","Junipero Serra Blvd&Brotherhd NE-FS","J S BRH1","J S BRHD","5134","37.71355","-122.47126",,"BROTHERHOOD WAY","JUNIPERO SERRA BLVD","FS","NE","FL","0","1757027498000","16411841","150","11","POINT (-122.47126 37.71355)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103132","Judah St&31st Ave SE-FS/SI","JUDA31A1","JUDA31AV","5208","37.761105","-122.4895",,"31ST AVE","JUDAH ST","FS","SE","SI","0","1757027498000","16411380","150","4","POINT (-122.4895 37.761105)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102957","Leavenworth St&Sutter St SE-NS/BB","LEAVSUT1","LEAVSUTT","4871","37.788252","-122.41509",,"SUTTER ST","LEAVENWORTH ST","NS","SE","BZ","0","1757027498000","16411188","150","3","POINT (-122.41509 37.788252)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104676","Clipper St&Douglass St. FS NW/SB","CLIPDOU0",,"8034","37.748728","-122.43843",,"DOUGLASS ST","CLIPPER ST",,,,"0","1757027498000","16419595","150","8","POINT (-122.43843 37.748728)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103349","Jackson St&Webster St NW-FS/BZ","JACKWEB1","JACKWEBS","5167","37.792716","-122.433025",,"WEBSTER ST","JACKSON ST","NS","NE",,"0","1757027498000","16412146","150","2","POINT (-122.433025 37.792716)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102674","Townsend & 4th E-FS/BZ","TOWN.4ST",,"7235","37.777278","-122.394631",,"4TH ST","TOWNSEND ST",,"EA",,"0","1757027498000","16410158","150","6","POINT (-122.394631 37.777278)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102609","Clayton St&Twin Peaks Blvd SW-FS/BZ","CLTNT P0","CLTNT P","4070","37.760863","-122.446485",,"TWIN PEAKS BLVD","CLAYTON ST","FS","SW","BZ","0","1757027498000","16409968","150","8","POINT (-122.446485 37.760863)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103201","Lombard St&Kearny St SW-NS/SB","LOMBKRN0","LOMBKRNY","5279","37.803559","-122.406525",,"KEARNY ST","LOMBARD ST","NS","SW",,"0","1757027498000","16411635","150","3","POINT (-122.406525 37.803559)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102210","Beach St&Mason St SW-NS/PS","BECHMAS0","BECHMASN","3092","37.807407","-122.414125",,"MASON ST","BEACH ST","NS","SW",,"0","1757027498000","16408798","150","3","POINT (-122.414125 37.807407)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102830","Fulton St&33RD Ave NW-FS/PS","FULT33A0","FULT33AV","4211","37.77223","-122.49318",,"33RD AVE","FULTON ST","FS","NW","FL","0","1757027498000","16410503","150","1","POINT (-122.49318 37.77223)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102997","Eddy St&Fillmore St NE-NS/BZ","EDDYFIL0","EDDYFILL","4475","37.7815","-122.432236",,"FILLMORE ST","EDDY ST","NS","NE","BZ","0","1757027498000","16410967","150","5","POINT (-122.432236 37.7815)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103387","King St&4th St W-NS/SI","KING.4SW","KING.4ST","5240","37.776269","-122.394082",,"04TH ST","KING ST","NS","WE","SI","0","1757027498000","16412671","150","6","POINT (-122.394082 37.776269)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103606","Diamond St&28TH St SE-NS/PS","DIAM28SE","DIAM28ST","4378","37.744686","-122.435601",,"28TH ST","DIAMOND ST","NS","SE",,"0","1757027498000","16413380","150","8","POINT (-122.435601 37.744686)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103637","Quintara St&24th Ave SW-NS/PS","QUIN24A1","QUIN24AV","6145","37.74836","-122.48157",,"24TH AVE","QUINTARA ST","NS","SW","FL","0","1757027498000","16413564","150","4","POINT (-122.48157 37.74836)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102402","30th Ave&Ulloa St NW-NS/PS","30AVULO0","30AVULOA","3534","37.74077","-122.48739",,"ULLOA ST","30TH AVE","NS","NW","FL","0","1757027498000","16409765","150","4","POINT (-122.48739 37.74077)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104283","17th St&Cole St NE-NS/PS","17STCOLE","17STCOLE","3310","37.76168","-122.44898",,"COLE ST","17TH ST","NS","NE",,"0","1757027498000","16415136","150","8","POINT (-122.44898 37.76168)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104975","Washington St&Jones St S-MI","WASHJON1","WASHJONE","6920","37.794042","-122.414693",,"JONES ST","WASHINGTON ST","MI","SO",,"0","1757027498000","16415828","150","3","POINT (-122.414693 37.794042)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104600","Bacon St&Girard St NE-NS","BACNGIR0","BACNGIRD","3685","37.72744","-122.40451",,"GIRARD ST","BACON ST","NS","NE","FS","0","1757027498000","16416654","150","9","POINT (-122.40451 37.72744)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102122","16th St&Mission St SW-NS/BZ","16STMIS2","16STMISS","3293","37.764983","-122.419835",,"MISSION ST","16TH ST","NS","SW","BZ","0","1757027498000","16408933","150","9","POINT (-122.419835 37.764983)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105306","Phelps St&Carroll Ave S-NS","PHLPCAR1","PHLPCARR","5930","37.7291","-122.40088",,"CARROLL AVE","PHELPS ST","NS","SO","FL","0","1757027498000","16417542","150","10","POINT (-122.40088 37.7291)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104575","Union St&Mason St SW-NS/BZ","UNINMAS1","UNINMASN","6774","37.799957","-122.412569",,"MASON ST","UNION ST","NS","SW","BZ","0","1757027498000","16416576","150","3","POINT (-122.412569 37.799957)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102200","3rd St&Brannan St. E-MB/BB",".3STBRA1","3STBRAN","3114","37.779285","-122.393185",,"BRANNAN ST","3RD ST","MB","E","BB","0","1757027498000","16408708","150","6","POINT (-122.393185 37.779285)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104749","Larkin St & Mcallister St","LARKMCAL",,"7287","37.780382","-122.416843",,"MCALLISTER ST","LARKIN ST",,,,"0","1757027498000","16418515","150","5","POINT (-122.416843 37.780382)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104967","Teresita Blvd&Marietta Dr SE-NS/SB","TEREMRT3","TEREMRTA","6676","37.742599","-122.450655",,"MARIETTA DR","TERESITA BLVD","NS","SE",,"0","1757027498000","16415811","150","7","POINT (-122.450655 37.742599)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102389","26th St&Castro St NE-NS/PS","26STCTR1","26STCTRO","3514","37.74815","-122.43363",,"CASTRO ST","26TH ST","NS","NE",,"0","1757027498000","16409743","150","8","POINT (-122.43363 37.74815)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104959","Pacific Ave&Stockton St NW-FS/BZ","PACFST03",,"7737","37.796734","-122.408581",,"CORDELIA ST","PACIFIC AVE",,,,"0","1757027498000","16419698","150","3","POINT (-122.408581 37.796734)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104809","Mission St&Richland Ave SE-NS/BZ","MISSRIC1","MISSRICH","5613","37.73591","-122.42442",,"RICHARDSON AVE","MISSION ST","NS","SE","BZ","0","1757027498000","16415670","150","9","POINT (-122.42442 37.73591)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102276","9th Ave&Kirkham St SE-NS/BZ",".9AVKIR1","9AVKIRK","3217","37.760237","-122.465954",,"KIRKHAM ST","9TH AVE","NS","SE","BZ","0","1757027498000","16408999","150","7","POINT (-122.465954 37.760237)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105318","Balboa St&40TH Ave SW-NS/PS","BBOA40A1","BBOA40AV","3064","37.775503","-122.500617",,"40TH AVE","BALBOA ST","NS","SW",,"0","1757027498000","16417562","150","1","POINT (-122.500617 37.775503)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103411","Monterey Blvd&Baden St NE-NS/BB","MTRYBAD0","MTRYBADN","5422","37.731668","-122.439635",,"BADEN ST","MONTEREY BLVD","NS","NE","BB","0","1757027498000","16412372","150","7","POINT (-122.439635 37.731668)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104725","Carl St&Cole St SW-NS","CARLCOL1","CARLCOLE","3911","37.765745","-122.450131",,"COLE ST","CARL ST","NS","SW",,"0","1757027498000","16416698","150","8","POINT (-122.450131 37.765745)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102820","Divisadero St&Eddy St SE-NS/BZ","DIVIEDD1","DIVIEDDY","4414","37.780591","-122.438942",,"SCOTT ST","EDDY ST","NS","SE","BZ","0","1757027498000","16410485","150","5","POINT (-122.438942 37.780591)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105134","Innes Ave&Hunters Point Blvd W-NS","INESH P0","INESH P","5104","37.732709","-122.377172",,"HUNTERS POINT BLVD","INNES AVE","NS","WE",,"0","1757027498000","16418920","150","10","POINT (-122.377172 37.732709)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102264","37th Ave&Lincoln Way SW-FS/PS","37AVLWA0","37AVLWAY","3562","37.76436","-122.496621",,"LINCOLN WY","37TH AVE","FS","SW",,"0","1757027498000","16409363","150","4","POINT (-122.496621 37.76436)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102599","5157 Diamond Heights Blvd N-MB/BZ","DHTS5151","DHTS5157","4359","37.74693","-122.4402",,"SAFIRA LN","DIAMOND HEIGHTS BLVD","MB","NO","BZ","0","1757027498000","16409938","150","8","POINT (-122.4402 37.74693)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103899","16th St&Valencia St NE-NS/BZ","16STVLN1","16STVLNC","3300","37.764987","-122.421746",,"VALENCIA ST","16TH ST","NS","NE","BZ","0","1757027498000","16414799","150","9","POINT (-122.421746 37.764987)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102370","46 Addison St E-MB/SB","ADDIH460","ADDIH 46","3613","37.737735","-122.431009",,,"ADDISON ST","MB","EA",,"0","1757027498000","16409712","150","8","POINT (-122.431009 37.737735)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104328","Sunset Blvd&Vicente St SW-FS/SB","SUNSVCT0","SUNSVCTE","6559","37.738244","-122.494337",,"VICENTE ST","SUNSET BLVD","FS","SW",,"0","1757027498000","16416314","150","4","POINT (-122.494337 37.738244)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102901","Corbett Ave&Graystone Ter E-MI/PS","CRBTGRAY","CRBTGRAY","4177","37.75641","-122.44328",,"GRAYSTONE TER","CORBETT AVE","MI","EA",,"0","1757027498000","16410700","150","8","POINT (-122.44328 37.75641)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102709","Geary Blvd&40TH Ave NE-NS/BZ","GEAR40A0","GEAR39AV","4282","37.779473","-122.500677",,"40TH AVE","GEARY BLVD","FS","NW","BZ","0","1757027498000","16410240","150","1","POINT (-122.500677 37.779473)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103100","Fillmore St&Pine St SW-FS/BZ","FILLPIN1","FILLPINE","4636","37.787717","-122.433655",,"PINE ST","FILLMORE ST","FS","SW","BZ","0","1757027498000","16411259","150","5","POINT (-122.433655 37.787717)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103821","Connecticut St&17TH St SW-FS/BZ","CONN17S0","CONN17ST","4124","37.764749","-122.397785",,"17TH ST","CONNECTICUT ST","FS","SW","BZ","0","1757027498000","16417370","150","10","POINT (-122.397785 37.764749)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103556","Noriega St&34th Ave NE-NS/BZ","NORI34A0","NORI34AV","5751","37.753619","-122.492432","1","34TH AVE","NORIEGA ST","NS","NE","BZ","0","1757027498000","16413191","150","4","POINT (-122.492432 37.753619)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103427","Judah St&34th Ave SW-NS/SI","JUDA34A1","JUDA34AV","5210","37.760955","-122.493199",,"34TH AVE","JUDAH ST","NS","SW","SI","0","1757027498000","16412400","150","4","POINT (-122.493199 37.760955)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103192","Mason St&Filbert St W-MI","MASNFIL1","MASNFILB","5359","37.800902","-122.412729",,"FILBERT ST","MASON ST","MI","WE",,"0","1757027498000","16411599","150","3","POINT (-122.412729 37.800902)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104696","Rutland St&Leland Ave S-NS/PS","RUTLLEL1","RUTLLELD","6243","37.712451","-122.407389",,"LELAND AVE","RUTLAND ST","NS","SE",,"0","1757027498000","16415550","150","10","POINT (-122.407389 37.712451)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104321","Sacramento St&Leavenworth St NE-NS","SACOLEA0","SACOLEAV","6304","37.79221","-122.41587",,"LEAVENWORTH ST","SACRAMENTO ST","NS","NE","BZ","0","1757027498000","16416296","150","3","POINT (-122.41587 37.79221)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104176","Taraval St&19th Ave NE-NS/SI","TARA19A0","TARA19AV","6616","37.74311","-122.475444",,"19TH AVE","TARAVAL ST","NS","NE",,"0","1757027498000","16415023","150","7","POINT (-122.475444 37.74311)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104031","Chenery St&Fairmount St SE-NS/PS","CHNYFMN1","CHNYFMNT","3968","37.7389","-122.42579",,"FAIRMOUNT ST","CHENERY ST","NS","SE","FL","0","1757027498000","16417918","150","8","POINT (-122.42579 37.7389)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105054","Crissy Field Terminal S/BB","CRFD.TC2",,"8150","37.802755","-122.461705",,,,,,,"0","1757027498000","16419936","150","2","POINT (-122.461705 37.802755)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103148","Halleck & French Ct NE-NS/SB","HLCKHQT0","HLCKHQTR","5020","37.802014","-122.454498",,"FRENCH CT","HALLECK ST","FS","NE",,"0","1757027498000","16411826","150","2","POINT (-122.454498 37.802014)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103573","O'Shaughnessy Blvd&Malta Dr NE-FS","OSHAMAL1","OSHAMALT","5832","37.736611","-122.443301",,"MALTA DR","O SHAUGHNESSY BLVD","FS","NE",,"0","1757027498000","16413223","150","8","POINT (-122.443301 37.736611)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104241","Fulton St&46TH Ave SE-FS/BZ","FULT46A1","FULT46AV","4222","37.77148","-122.50631",,"46TH AVE","FULTON ST","FS","SE","BZ","0","1757027498000","16418104","150","1","POINT (-122.50631 37.77148)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103104","Fillmore St&Sutter St SE-NS/BZ","FILLSUT1","FILLSUTT","4640","37.786051","-122.433244",,"SUTTER ST","FILLMORE ST","NS","SE","BZ","0","1757027498000","16411271","150","5","POINT (-122.433244 37.786051)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102191","15th Ave&Taraval St SW-FS/PS","15AVTAR1","15AVTARA","3267","37.742968","-122.471393",,"14TH AVE","ULLOA ST","FS","SW",,"1","1757027498000","16408680","150","7","POINT (-122.471393 37.742968)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103203","Hyde St&Broadway SE-MI","HYDEBDW0","HYDEBDWY","5062","37.796345","-122.418395",,"BROADWAY","HYDE ST","NS","SE",,"0","1757027498000","16411640","150","3","POINT (-122.418395 37.796345)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102823","Divisadero St&Haight St SW-FS/BZ","DIVIHAI0","DIVIHAIT","4424","37.77105","-122.4371",,"HAIGHT ST","DIVISADERO ST","FS","SW","BZ","0","1757027498000","16410491","150","5","POINT (-122.4371 37.77105)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102215","3rd St&23rd St NE-FS/BZ",".3ST23S1","3ST23ST","3107","37.75569","-122.3879",,"23RD ST","03RD ST","FS","NE","BZ","0","1757027498000","16408829","150","10","POINT (-122.3879 37.75569)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104047","Rhode Island St&24th St NW-NS/PS","R IS24S0","R IS24ST","6198","37.75352","-122.40161",,"24TH ST","RHODE ISLAND ST","NS","NW",,"0","1757027498000","16419116","150","10","POINT (-122.40161 37.75352)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104132","Mission St&San Jose Ave OB S-FS/BZ","MISSS.J0","MISSS.J.","7099","37.706372","-122.459975",,"CROCKER AVE","MISSION ST","FS","SO","BZ","0","1757027498000","16417936","150",,"POINT (-122.459975 37.706372)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105101","Monterey Blvd&San Aleso Ave W-NS/SB","MTRYSNA1","MTRYSNAL","5442","37.732283","-122.46455",,"SAN ALESO AVE","MONTEREY BLVD","NS","WE",,"0","1757027498000","16415961","150","7","POINT (-122.46455 37.732283)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104543","Yerba Buena Ave&Hazelwood Ave W-NS","Y B HZW0","Y B HZWD","6988","37.734389","-122.459705",,"HAZELWOOD AVE","YERBA BUENA AVE","NS","WE",,"0","1757027498000","16415408","150","7","POINT (-122.459705 37.734389)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105130","Fillmore St&McAllister St SE-NS/BZ","FILLMCA1","FILLMCAL","4628","37.77854","-122.431687",,"MCALLISTER ST","FILLMORE ST","NS","SE","BZ","0","1757027498000","16418906","150","5","POINT (-122.431687 37.77854)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103115","Folsom St&4TH St E-FS/BZ","FOLS.4S1","FOLS.4ST","4658","37.782045","-122.401104",,"MABINI ST","FOLSOM ST","FS","EA","BZ","0","1757027498000","16411287","150","6","POINT (-122.401104 37.782045)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104638","Arch St&Alemany Blvd NE-FS/BZ","ARCHALE0",,"7820","37.711591","-122.466996",,"ALEMANY BLVD","ARCH ST",,,,"0","1757027498000","16419503","150","7","POINT (-122.466996 37.711591)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103965","Winston Dr&20th Ave NE-NS/BZ","WINS20A0","WINS20AV","6950","37.727017","-122.475922",,"20TH AVE","WINSTON DR","NS","NE",,"0","1757027498000","16417777","150","7","POINT (-122.475922 37.727017)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105213","Diamond St&Sussex St E-MI/PS","DIAMSUS1","DIAMSUSX","4404","37.737262","-122.434652",,"PENNY LN","DIAMOND ST","MI","EA","FL","0","1757027498000","16419059","150","8","POINT (-122.434652 37.737262)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105185","Masonic Ave&Fulton St SW-FS/SI","MSICFUL0","MSICFULT","5705","37.775577","-122.446553","1","FULTON ST","MASONIC AVE","NS","NW","BZ","0","1757027498000","16417210","150","5","POINT (-122.446553 37.775577)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103519","Market St&Taylor St N-NS/SI","MRKTTAY0","MRKTTAYL","5695","37.782316","-122.410228",,"TAYLOR ST","MARKET ST","NS","NO","SI","0","1757027498000","16412826","150","6","POINT (-122.410228 37.782316)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102650","Corbett Ave&Clayton St SE-NS/PS","CRBTCLTN","CRBTCLTN","4172","37.758659","-122.4459",,"CLAYTON ST","CORBETT AVE","NS","SE",,"0","1757027498000","16410091","150","8","POINT (-122.4459 37.758659)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
