"OBJECTID","STOPNAME","TRAPEZESTOPABBR","RUCUSSTOPABBR","STOPID","LATITUDE","LONGITUDE","ACCESSIBILITYMASK","ATSTREET","ONSTREET","POSITION","ORIENTATION","SERVICEPLANNINGSTOPTYPE","SHELTER","INSERT_TIMESTAMP","SDE_ID","SIGNUPID","SUPERVISOR_DISTRICT","shape","data_as_of","data_loaded_at"
"104675","Sansome St&Jackson St SW-FS/BZ","SANSJACK",,"7863","37.796527","-122.401909",,,,,,,"0","1757027498000","16419588","150","3","POINT (-122.401909 37.796527)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103752","Geary Blvd&Stanyan Blvd SW-NS/BZ","GEARSTA1","GEARSTAN","4764","37.78126","-122.456434",,"STANYAN ST","GEARY BLVD","NS","SW","BZ","0","1757027498000","16413956","150","2","POINT (-122.456434 37.78126)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102618","Duncan St&Cameo Way SW-NS/SB","DUNCCAM0","DUNCCAMO","4454","37.74519","-122.44304",,"CAMEO WAY","DUNCAN ST","NS","WE","FL","0","1757027498000","16410396","150","8","POINT (-122.44304 37.74519)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102419","Arguello Blvd&California St SE-NS","ARGLCAL1","ARGLCALI","3643","37.785596","-122.459093","1","CALIFORNIA ST","ARGUELLO BLVD","NS","SE","BZ","0","1757027498000","16409429","150","2","POINT (-122.459093 37.785596)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105140","Ocean Ave&Cayuga Ave NE-NS/BZ","OCENCAY0","OCENCAYU","5782","37.72367","-122.43867","1","CAYUGA AVE","OCEAN AVE","NS","NE","BZ","0","1757027498000","16418939","150","11","POINT (-122.43867 37.72367)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105148","Van Ness Ave&No. Point St NW-NS/BZ","V.N.N.P1","V.N.N.PT","6820","37.805072","-122.42542",,"NORTH POINT ST","VAN NESS AVE",,"SW","BZ","1","1757027498000","16418977","150","2","POINT (-122.42542 37.805072)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102702","Geary Blvd&25TH Ave SE-FS/BZ","GEAR25A1","GEAR25AV","4270","37.780077","-122.484562",,"25TH AVE","GEARY BLVD","NS","SW","BZ","0","1757027498000","16410226","150","1","POINT (-122.484562 37.780077)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103469","Monterey Blvd&Valdez Ave NE-NS/SB","MTRYVLD0","MTRYVLDZ","5444","37.731445","-122.455649",,"VALDEZ AVE","MONTEREY BLVD","NS","NE",,"0","1757027498000","16412575","150","7","POINT (-122.455649 37.731445)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102992","Division St&Bryant St SE-FS/BZ","DIVNBRY0","DIVNBRYT","4436","37.76934","-122.41074",,"BRYANT ST","DIVISION ST","FS","SE",,"0","1757027498000","16410958","150","9","POINT (-122.41074 37.76934)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103956","Noriega St&46th Ave NW-FS/BZ","NORI46A0","NORI46AV","5761","37.753034","-122.505712","2","46TH AVE","NORIEGA ST","FS","NW","BZ","0","1757027498000","16417527","150","4","POINT (-122.505712 37.753034)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104296","Sacramento St&Davis St NE-NS/BZ","SACODAV1","SACODAVS","6294","37.79455","-122.3976",,"DAVIS ST","SACRAMENTO ST","NS","NE","BZ","0","1757027498000","16415176","150","3","POINT (-122.3976 37.79455)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103995","Ocean Ave&Miramar Ave SW-NS/SI","OCENMRM0","OCENMRMR","5798","37.724262","-122.458306",,"CAPITOL AVE","OCEAN AVE","NS","SW","SI","0","1757027498000","16416007","150","11","POINT (-122.458306 37.724262)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102320","22nd St&Iowa St NE-FS/BZ","22STIOW0","22STIOWA","3435","37.757754","-122.392273",,"IOWA ST","22ND ST","FS","NW",,"0","1757027498000","16409171","150","10","POINT (-122.392273 37.757754)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103590","West Portal Ave&Sloat Blvd NE-FS/PS","W P SLOA",,"7205","37.735039","-122.471343",,"BROAD ST","WEST PORTAL AVE",,"NE",,"0","1757027498000","16413696","150","7","POINT (-122.471343 37.735039)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102676","Church St&16TH St NW-NS/SI","CHUR16S0","CHUR16ST","3984","37.764621","-122.428722",,"16TH ST","CHURCH ST","NS","NW","SI","0","1757027498000","16410171","150","8","POINT (-122.428722 37.764621)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103691","Fillmore St&Hayes St SW-FS/BZ","FILLHAY0","FILLHAYS","4622","37.775598","-122.431207",,"HAYES ST","FILLMORE ST","FS","SW","BZ","0","1757027498000","16414108","150","5","POINT (-122.431207 37.775598)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102118","1697 7th Ave SW-FS/SB",".7AV1690","7AV1697","3188","37.756597","-122.463741",,,"7TH AVE","FS","SW",,"0","1757027498000","16408921","150","7","POINT (-122.463741 37.756597)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103574","O'Shaughnessy Blvd&Portola Dr S-FS","OSHAPOR0","OSHAPORT","5834","37.744999","-122.451308",,"PORTOLA DR","O SHAUGHNESSY BLVD","FS","SO",,"0","1757027498000","16413225","150","7","POINT (-122.451308 37.744999)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102268","Bryant St&18TH St NW-NS/BZ","BRYT18S0","BRYT18ST","3734","37.76187","-122.4102",,"18TH ST","BRYANT ST","NS","NW","BZ","0","1757027498000","16409370","150","9","POINT (-122.4102 37.76187)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102856","Divisadero St&Pine St SW-FS/BZ","DIVIPIN0","DIVIPINE","4433","37.786997","-122.440317",,"PINE ST","DIVISADERO ST","FS","SW","BZ","0","1757027498000","16410601","150","2","POINT (-122.440317 37.786997)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104706","Ocean Ave&Aptos Ave E-NS/SI","OCENAPT1","OCENAPTO","5779","37.728285","-122.467561",,"APTOS AVE","OCEAN AVE","NS","EA","SI","0","1757027498000","16415585","150","7","POINT (-122.467561 37.728285)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104065","24th St&Sanchez St SW-NS","24STSNC1","24STSNCZ","3482","37.751511","-122.429768",,"SANCHEZ ST","24TH ST","NS","SW",,"0","1757027498000","16419166","150","8","POINT (-122.429768 37.751511)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103228","Howth St&Geneva Ave W-FS","HOWTGNV0","HOWTGNVA","5038","37.72193","-122.45028",,"GENEVA AVE","HOWTH ST","FS","WE","FL","0","1757027498000","16411744","150","11","POINT (-122.45028 37.72193)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103144","Judah St&43rd Ave NE-NS/SI","JUDA43A0","JUDA43AV","5213","37.760598","-122.502574",,"43RD AVE","JUDAH ST","NS","NE","SI","0","1757027498000","16411813","150","4","POINT (-122.502574 37.760598)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102937","Eucalyptus Dr&Junipero Serra Blvd SW-NS/PS","EUCAJ.S0","EUCAJ.S.","4546","37.730988","-122.472442",,"JUNIPERO SERRA BLVD","EUCALYPTUS DR","NS","SW",,"0","1757027498000","16411156","150","7","POINT (-122.472442 37.730988)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104411","Palou Ave&Quint St E-NS/SB","PALUQUN1","PALUQUNT","5881","37.737163","-122.396367",,"QUINT ST","PALOU AVE","NS","EA",,"0","1757027498000","16415261","150","10","POINT (-122.396367 37.737163)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102864","California St&Sansome St NE-NS","CALISAN0","CALISANS","3894","37.793145","-122.400982",,"SANSOME ST","CALIFORNIA ST","NS","NE",,"0","1757027498000","16410614","150","3","POINT (-122.400982 37.793145)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104619","Ocean Ave&Victoria St SW-NS/SB","OCENVICT","OCENVICT","7106","37.72598","-122.46436",,"VICTORIA ST","OCEAN AVE","NS","SW",,"0","1757027498000","16418453","150","7","POINT (-122.46436 37.72598)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102955","Leavenworth St&Post St SE-NS/BB","LEAVPOS1","LEAVPOST","4869","37.787313","-122.414875",,"POST ST","LEAVENWORTH ST","NS","SE","BZ","0","1757027498000","16411186","150","3","POINT (-122.414875 37.787313)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103061","Harrison St&8th St N-NS/BZ","HARR 8S0","HARR 8ST","4972","37.773866","-122.408513",,"8TH ST","HARRISON ST","NS","NO","BZ","0","1757027498000","16411433","150","6","POINT (-122.408513 37.773866)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103245","Judah St&Funston Ave NE-NS","JUDAFUN0","JUDAFUNS","5219","37.762075","-122.470329",,"FUNSTON AVE","JUDAH ST","NS","NE",,"0","1757027498000","16411791","150","7","POINT (-122.470329 37.762075)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102956","Leavenworth St&Sacramento St SE-NS","LEAVSAC1","LEAVSACO","4870","37.79206","-122.41586",,"SACRAMENTO ST","LEAVENWORTH ST","NS","SE","BZ","0","1757027498000","16411187","150","3","POINT (-122.41586 37.79206)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103626","Jones St&Sutter St NW-NS/BZ","JONESUT0","JONESUTT","5187","37.78869","-122.41361",,"SUTTER ST","JONES ST","NS","NW","BZ","0","1757027498000","16413524","150","3","POINT (-122.41361 37.78869)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102464","Ashbury St&Piedmont St SE-NS/PS","ASHBPIE1","ASHBPIED","3664","37.765146","-122.445877",,"PIEDMONT ST","ASHBURY ST","NS","SE",,"0","1757027498000","16409583","150","8","POINT (-122.445877 37.765146)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103277","Haight St&Divisadero St NW-FS/BB","HAITDIV0","HAITDIVI","4950","37.771293","-122.437373",,"DIVISADERO ST","HAIGHT ST","FS","NW","BZ","0","1757027498000","16411933","150","5","POINT (-122.437373 37.771293)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105228","John Muir Dr&Skyline Blvd S-FS/SB","J M SKY0","J M SKYL","5132","37.718738","-122.499913",,"SKYLINE BLVD","JOHN MUIR DR","FS","SO",,"0","1757027498000","16414534","150","7","POINT (-122.499913 37.718738)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103509","Pacific Ave&Polk St SE-FS/BZ","PACFPOL0","PACFPOLK","5851","37.794998","-122.42125",,"POLK ST","PACIFIC AVE","FS","SE",,"0","1757027498000","16412780","150","3","POINT (-122.42125 37.794998)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102693","Castro St&18TH St SW-FS/BB","CTRO18S0","CTRO18ST","4315","37.760863","-122.435048",,"18TH ST","CASTRO ST","FS","SW","BB","0","1757027498000","16410212","150","8","POINT (-122.435048 37.760863)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102882","Eddy St&Leavenworth St SE-FS/BZ","EDDYLEA1","EDDYLEAV","4483","37.783682","-122.413964",,"LEAVENWORTH ST","EDDY ST","FS","SE","BZ","1","1757027498000","16410666","150","5","POINT (-122.413964 37.783682)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102193","16th St&Church St NE-NS/BZ","16STCHU1","16STCHUR","3283","37.764579","-122.428523",,"CHURCH ST","16TH ST","NS","NE","BZ","0","1757027498000","16408694","150","8","POINT (-122.428523 37.764579)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103701","Geary Blvd&32ND Ave SE-FS/BZ","GEAR32A1","GEAR32AV","4275","37.779629","-122.491714",,"32ND AVE","GEARY BLVD","FS","SE","BZ","1","1757027498000","16413767","150","1","POINT (-122.491714 37.779629)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103840","Jackson St&Van Ness Ave NW-FS/BZ","JACKV N1","JACKV N","5166","37.793954","-122.423154",,"FRANKLIN ST","JACKSON ST","FS","NW",,"0","1757027498000","16417404","150","2","POINT (-122.423154 37.793954)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104297","Sacramento St&Fillmore St NW-FS/BZ","SACOFIL0","SACOFILL","6295","37.78988","-122.43429",,"FILLMORE ST","SACRAMENTO ST","FS","NW","BZ","0","1757027498000","16415181","150","2","POINT (-122.43429 37.78988)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105287","Portola Dr&Laguna Honda Blvd S-NS","PORTLGH1","PORTLGHN","6114","37.74287","-122.45524",,"LAGUNA HONDA BLVD","PORTOLA DR","NS","SO",,"0","1757027498000","16417276","150","7","POINT (-122.45524 37.74287)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102763","Corbett Ave&Hopkins Ave N-NS/PS","CRBTHOPK","CRBTHOPK","4181","37.752869","-122.443815",,"HOPKINS AVE","CORBETT AVE","NS","NO",,"0","1757027498000","16410745","150","8","POINT (-122.443815 37.752869)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102553","Columbus Ave&Green St E-NS/BZ","COLMGRE1","COLMGREN","4108","37.799386","-122.408723",,"GREEN ST","COLUMBUS AVE","NS","EA","BZ","0","1757027498000","16409809","150","3","POINT (-122.408723 37.799386)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104587","Powell St&Geary St SE-NS","POWLGEA0","POWLGEAR","6058","37.787267","-122.408128",,"GEARY ST","POWELL ST","NS","SE",,"0","1757027498000","16416615","150","3","POINT (-122.408128 37.787267)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104469","Van Ness Ave&Jackson St NS-N/SI","V N JAC2",,"8099","37.793963","-122.423096",,"JACKSON ST","VAN NESS AVE",,,,"0","1757027498000","16419762","150","3","POINT (-122.423096 37.793963)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102448","Cesar Chavez St&South Van Ness Ave NE-NS/BB","CHAVSOV0","CHAVSOVN","3936","37.748305","-122.415756",,"SOUTH VAN NESS AVE","ARMY ST","NS","NE","BZ","0","1757027498000","16409533","150","9","POINT (-122.415756 37.748305)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102534","Brazil Ave&Mission St E-NS/PS","BRZLMISS","BRZLMISS","3761","37.724717","-122.434654",,"MISSION ST","BRAZIL AVE","NS","EA","FL","0","1757027498000","16410018","150","11","POINT (-122.434654 37.724717)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102513","Clayton St&Parnassus Ave NW-NS/PS","CLTNPAR0","CLTNPARN","4082","37.765226","-122.447757",,"PARNASSUS AVE","CLAYTON ST","NS","NW",,"0","1757027498000","16409980","150","8","POINT (-122.447757 37.765226)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104805","Visitacion Ave&Britton St E-NS/SB","VISIBRI0","VISIBRIT","6845","37.712765","-122.412371",,"BRITTON ST","VISITACION AVE","NS","EA",,"0","1757027498000","16415634","150","10","POINT (-122.412371 37.712765)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104242","De Haro St&19TH St SE-NS/PS","DHRO19S1","DHRO19ST","4353","37.760934","-122.401117",,"19TH ST","DE HARO ST","NS","SE",,"0","1757027498000","16418110","150","10","POINT (-122.401117 37.760934)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103922","Quintara St&35th Ave SW-NS","QUIN35A1","QUIN35AV","6159","37.74783","-122.49334",,"35TH AVE","QUINTARA ST","NS","SW",,"0","1757027498000","16414467","150","4","POINT (-122.49334 37.74783)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102282","3rd St&Oakdale Ave SW-FS/BB",".3STOAKD","3STPALU","3143","37.734787","-122.390721",,"OAKDALE AVE","3RD ST","NS","NW","BZ","0","1757027498000","16409036","150","10","POINT (-122.390721 37.734787)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104351","Mission St&16th St SW-FS/BB","MISS16S0","MISS16ST","5552","37.764804","-122.419737",,"16TH ST","MISSION ST","FS","SW","BB","0","1757027498000","16418184","150","9","POINT (-122.419737 37.764804)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102805","Crescent Ave&Arnold Ave SW-NS/SB","CRESARN0","CRESARND","4191","37.734966","-122.419726",,"ARNOLD AVE","CRESCENT AVE","NS","SW",,"0","1757027498000","16410465","150","9","POINT (-122.419726 37.734966)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104244","Corbett Ave&Iron Aly W-NS/PS","CRBTIRON","CRBTIRON","4182","37.75783","-122.444743",,"IRON ALY","CORBETT AVE","NS","WE",,"0","1757027498000","16418112","150","8","POINT (-122.444743 37.75783)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104217","Harrison St&6th St W-FS/BZ","HARR 6S1","HARR 6ST","4970","37.777148","-122.404362",,"6TH ST","HARRISON ST","FS","WE","BZ","0","1757027498000","16416255","150","6","POINT (-122.404362 37.777148)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104875","McLaren School SW-FS/BZ","SUNYMCS1","SUNYMCSC","6575","37.7141","-122.4241",,,"SUNNYDALE AVE","FS","SW","BZ","0","1757027498000","16415779","150","10","POINT (-122.4241 37.7141)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103827","Columbus Ave&Filbert St W-NS/BZ","COLMFIL1","COLMFILB","4105","37.801188","-122.411605",,"FILBERT ST","COLUMBUS AVE","NS","WE","BZ","0","1757027498000","16417377","150","3","POINT (-122.411605 37.801188)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103357","Lincoln Way&La Playa St SW-NS/PS","LWAYLAP0","LWAYLAPL","5329","37.763926","-122.50957",,"LA PLAYA ST","LINCOLN WY","NS","SW",,"0","1757027498000","16412164","150","4","POINT (-122.50957 37.763926)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104842","Point Lobos Ave&44th Ave NE-NS/SB","PTLO44A0","PTLO44AV","6111","37.779837","-122.50501",,"44TH AVE","POINT LOBOS AVE","NS","NE",,"0","1757027498000","16416843","150","1","POINT (-122.50501 37.779837)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103620","3rd St&Revere/Shafter S-NS/SI","3ST RVS0",,"7401","37.732262","-122.391502",,"REVERE AVE","3RD ST",,,,"0","1757027498000","16413480","150","10","POINT (-122.391502 37.732262)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102913","Diamond St&Duncan St SE-NS/PS","DIAMDUNS","DIAMDUNC","4399","37.745471","-122.435693",,"DUNCAN ST","DIAMOND ST","NS","SE",,"0","1757027498000","16410726","150","8","POINT (-122.435693 37.745471)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105029","Sloat Blvd&Paraiso Pl NE-NS/BZ","SLOAPAR0","SLOAPARA","6460","37.734555","-122.482237",,"PARAISO PL","SLOAT BLVD","NS","NE","BZ","0","1757027498000","16418854","150","4","POINT (-122.482237 37.734555)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103663","3rd St&Hudson Ave S-NS/BZ",".3STHUD1","3STHUDS","3127","37.74012","-122.3887",,"HUDSON AVE","03RD ST","NS","SO","BZ","0","1757027498000","16413646","150","10","POINT (-122.3887 37.74012)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104033","Eddy St&Scott St NE-NS/PS","EDDYSCO0","EDDYSCOT","4491","37.780876","-122.437165",,"SCOTT ST","EDDY ST","NS","NE",,"0","1757027498000","16417920","150","5","POINT (-122.437165 37.780876)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103309","Lincoln Way&9th Ave SE-FS/BZ","LWAY 9A1","LWAY 9AV","5301","37.765859","-122.46623",,"9TH AVE","LINCOLN WY","FS","SE","BZ","0","1757027498000","16412041","150","7","POINT (-122.46623 37.765859)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104727","California St&Laurel St NE-NS/BZ","CALILAU0","CALILARL","3875","37.786923","-122.449957",,"LAUREL ST","CALIFORNIA ST","NS","NE","BZ","0","1757027498000","16416706","150","2","POINT (-122.449957 37.786923)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103355","Lincoln Way&Funston Ave SW-NS/BZ","LWAYFUN1","LWAYFUNS","5327","37.76565","-122.47086",,"FUNSTON AVE","LINCOLN WAY","NS","SW","BZ","0","1757027498000","16412162","150","7","POINT (-122.47086 37.76565)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105159","Ocean Ave&Dorado Ter NE-NS","OCENDRD0","OCENDRDO","5787","37.724957","-122.461059",,"DORADO TER","OCEAN AVE","NS","NE","SI","0","1757027498000","16414182","150","7","POINT (-122.461059 37.724957)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104354","Main St&Mission St N-FS/BZ","MAINMIS0","MAINMISS","5335","37.791991","-122.395033","1","MISSION ST","MAIN ST","FS","NO","BZ","0","1757027498000","16418196","150","6","POINT (-122.395033 37.791991)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105196","Grafton Ave&Capitol Ave NE-NS/PS","GRAFCAP1",,"7194","37.720104","-122.459072",,"CAPITOL AVE","GRAFTON AVE",,"NE",,"0","1757027498000","16417232","150","11","POINT (-122.459072 37.720104)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103867","Raymond Ave&Rutland St NW-FS/PS","RAYMRUT1",,"7330","37.713343","-122.407148",,"RUTLAND ST","RAYMOND AVE",,,,"0","1757027498000","16417681","150","10","POINT (-122.407148 37.713343)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102146","9th Ave&Judah St SE-NS/BZ",".9AVJUD1",".9AVJUDA","3214","37.762093","-122.46608",,"JUDAH ST","9TH AVE","NS","SE","BZ","0","1757027498000","16408984","150","7","POINT (-122.46608 37.762093)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103106","Fillmore St&Turk St SW-FS/BZ","FILLTUR0","FILLTURK","4642","37.780204","-122.432138",,"TURK ST","FILLMORE ST","FS","SW","BZ","0","1757027498000","16411273","150","5","POINT (-122.432138 37.780204)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102902","Corbett Ave&Hattie St SW-NS/SB","CRBTHATI","CRBTHATI","4180","37.76161","-122.44112",,"HATTIE ST","CORBETT AVE","NS","SW",,"0","1757027498000","16410701","150","8","POINT (-122.44112 37.76161)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103748","Eddy St&Fillmore St SW-NS/BZ","EDDYFIL1","EDDYFILL","4476","37.781348","-122.432431",,"FILLMORE ST","EDDY ST","NS","SW","BZ","0","1757027498000","16413951","150","5","POINT (-122.432431 37.781348)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103639","Quintara St&26th Ave SE-FS/PS","QUIN26A1","QUIN26AV","6147","37.748277","-122.483469",,"26TH AVE","QUINTARA ST","FS","SE","FL","0","1757027498000","16413571","150","4","POINT (-122.483469 37.748277)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103982","Taraval St&40th Ave NE-NS/SI","TARA40A0","TARA40AV","6632","37.742124","-122.498055",,"40TH AVE","TARAVAL ST","NS","NE",,"0","1757027498000","16414874","150","4","POINT (-122.498055 37.742124)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103223","Geneva Ave&Madrid St N-FS/BZ","GNVAMAD0","GNVAMADR","4884","37.715143","-122.438034",,"MADRID ST","GENEVA AVE","FS","NO","BZ","0","1757027498000","16411713","150","11","POINT (-122.438034 37.715143)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103366","Mission St&Goethe St N-NS/BB","MISSGOE0","MISSGOET","5594","37.70736","-122.45708",,"GOETHE ST","MISSION ST","NS","NO","BB","0","1757027498000","16412585","150",,"POINT (-122.45708 37.70736)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"104978","Broad St&Plymouth Ave SW-NS/PS","BRODPLY0","BRODPLYM","3719","37.713161","-122.45618",,"PLYMOUTH AVE","BROAD ST","NS","SW",,"0","1757027498000","16415834","150","11","POINT (-122.45618 37.713161)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105051","Hudson Ave&Cashmere St SE-NS/PS","HUDSCAS1","HUDCAS1","8147","37.73565","-122.383348",,"CASHMERE ST","HUDSON AVE","NS","SE","PS","0","1757027498000","16419930","150","10","POINT (-122.383348 37.73565)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105173","Plymouth Ave&Holloway Ave SE-NS/PS","PLYMHOL0","PLYMHOLL","5962","37.72177","-122.4561",,"HOLLOWAY AVE","PLYMOUTH AVE","NS","SE",,"0","1757027498000","16417197","150","11","POINT (-122.4561 37.72177)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103499","Lincoln Way&21st Ave SW-NS/BZ","LWAY21A1","LWAY21AV","5311","37.765285","-122.479489",,"21ST AVE","LINCOLN WY","NS","SW","BZ","0","1757027498000","16412763","150","4","POINT (-122.479489 37.765285)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"105052","Seven Seas St&Bruton St N-FS/SI","SEVSBRU1",,"8121","37.81977","-122.371338","1","4TH TI ST","SEVEN SEA ST",,,"SI","0","1757027498000","16419934","150","6","POINT (-122.371338 37.81977)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102725","Clay St&Mason St SE-FS/BZ","CLAYMAS1","CLAYMASN","4024","37.793653","-122.410823",,"MASON ST","CLAY ST","FS","SE","BZ","0","1757027498000","16410265","150","3","POINT (-122.410823 37.793653)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"102245","18th St&Church St NE-NS/BZ","18STCHU1","18STCHUR","3322","37.76137","-122.428195",,"CHURCH ST","18TH ST","NS","NE","BZ","0","1757027498000","16409330","150","8","POINT (-122.428195 37.76137)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
"103052","Hayes St&Gough St NW-FS/BZ","HAYSGOU0","HAYSGOUG","4996","37.776893","-122.423326",,"GOUGH ST","HAYES ST","FS","NW","BZ","0","1757027498000","16411119","150","5","POINT (-122.423326 37.776893)","2025 Nov 12 11:26:45 AM","2025 Nov 15 10:20:22 AM"
